module	GeneName
M1_8	DHX16
M1_8	RAB22A
M1_8	FLJ22457
M1_8	LOC284267
M1_8	FLJ20558
M1_8	STX7
M1_8	TAF5
M1_8	SEC23IP
M1_8	IFI16
M1_8	DKFZp547B1713
M1_8	LOC51315
M1_8	HERC4
M1_8	LRIG2
M1_8	MGC88387
M1_8	BFAR
M1_8	RBM12
M1_8	CASP2
M1_8	CWF19L2
M1_8	ZNF200
M1_8	GTF2H1
M1_8	C1orf25
M1_8	CIRBP
M1_8	C13orf7
M1_8	PYGO2
M1_8	LOC339324
M1_8	CRNKL1
M1_8	JARID1A
M1_8	ZNF45
M1_8	FLJ11171
M1_8	CETN3
M1_8	TEX10
M1_8	TIA1
M1_8	PTPRO
M1_8	SOS1
M1_8	AASDH
M1_8	KIAA1387
M1_8	GIMAP4
M1_8	STK38
M1_8	PHF17
M1_8	C9orf91
M1_8	C21orf91
M1_8	GBP3
M1_8	SUV420H1
M1_8	KIAA0040
M1_8	EIF2S1
M1_8	VprBP
M1_8	FLJ20097
M1_8	PSPC1
M1_8	ASF1A
M1_8	GGPS1
M1_8	MED8
M1_8	TRNT1
M1_8	GIMAP6
M1_8	C12orf4
M1_8	MGC27345
M1_8	DKFZP564K2062
M1_8	DKFZp761C169
M1_8	C5orf3
M1_8	PUM2
M1_8	BRD8
M1_8	RFP
M1_8	Rif1
M1_8	KIAA0853
M1_8	NCOR1
M1_8	TXNDC9
M1_8	SH2BP1
M1_8	C9orf55
M1_8	NFS1
M1_8	KIAA1982
M1_8	GART
M1_8	RALA
M1_8	RFP
M1_8	UTP14C
M1_8	GIMAP7
M1_8	PSME4
M1_8	IL16
M1_8	TERF2
M1_8	FLJ20125
M1_8	KIAA1279
M1_8	KIAA0103
M1_8	ZFP64
M1_8	TRIM35
M1_8	SLC35B3
M1_8	KLHL6
M1_8	NUP133
M1_8	PACE-1
M1_8	MGC4268
M1_8	FLJ10287
M1_8	FLJ22729
M1_8	TIGD7
M1_8	PURA
M1_8	PDE4DIP
M1_8	C15orf23
M1_8	DAB1
M2_1	KLRC1
M2_1	MATK
M2_1	HOP
M2_1	PTPN4
M2_1	ENPP4
M2_1	DKFZP564O243
M2_1	CHST12
M2_1	KLRG1
M2_1	KLRK1
M2_1	TGFBR3
M2_1	PTGDR
M2_1	LAX
M2_1	GZMK
M2_1	AUTS2
M2_1	PTPRCAP
M2_1	KLRD1
M2_1	SYTL2
M2_1	GZMB
M2_1	FLJ20406
M2_1	OSBPL7
M2_1	CST7
M2_1	CD160
M2_1	GPR56
M2_1	APOBEC3G
M2_1	PRKCH
M2_1	LOC387882
M2_1	CD8B1
M2_1	TRA@
M2_1	KLRF1
M2_1	XCL2
M2_1	LOC441423
M2_1	EOMES
M2_1	CCL5
M2_1	GNLY
M2_1	MYBL1
M2_1	CD8B1
M2_1	C9orf81
M2_1	SYNE2
M2_1	PAFAH2
M2_1	FYN
M2_1	DKFZp547K1113
M2_1	GNLY
M2_1	PRF1
M2_1	CLIC3
M2_1	KLRD1
M2_1	PHLDB2
M2_1	XCL1
M2_1	SAMD3
M2_1	LOC197135
M2_1	EDG8
M2_1	TBX21
M2_1	GLCCI1
M2_1	TRGV9
M2_1	CTSW
M2_1	TRA@
M2_1	KSP37
M2_1	LAIR2
M2_1	TDRKH
M2_1	CD8A
M2_1	LOC150271
M2_1	RARRES3
M2_1	C19orf27
M2_1	NCR3
M2_1	CCL4
M2_1	FEZ1
M2_1	ORMDL3
M2_1	GZMA
M2_1	TRA@
M2_1	BIN1
M2_1	SPON2
M2_1	SH2D2A
M2_1	TRD@
M2_1	KLRC3
M2_1	STAT4
M2_1	IL2RB
M2_1	GLT25D2
M2_1	TRGV9
M2_1	KIAA1671
M2_1	CD2
M2_1	LLGL2
M2_1	PDGFD
M2_1	NKG7
M2_1	TRGV9
M2_1	KIF21A
M2_1	GZMH
M2_1	TGFBR3
M2_1	NCALD
M2_1	ARHGAP8
M2_1	PTGDR
M2_1	TRGV9
M2_2	CLN3
M2_2	MMP9
M2_2	LTF
M2_2	CD24
M2_2	CD24
M2_2	CEACAM1
M2_2	CD24
M2_2	CEACAM4
M2_2	TCN1
M2_2	HEMGN
M2_2	KLF5
M2_2	CEACAM6
M2_2	S100P
M2_2	MSRA
M2_2	CAMP
M2_2	LCN2
M2_2	BNIP3L
M2_2	FOXO3A
M2_2	UGCG
M2_2	CSDA
M2_2	CSDA
M2_2	ELA2
M2_2	RETN
M2_2	ARG1
M2_2	HP
M2_2	SLPI
M2_2	OLR1
M2_2	BPGM
M2_2	RAB13
M2_2	BPI
M2_2	Rgr
M2_2	HBG2
M2_2	ANXA3
M2_2	MYL4
M2_2	DEFA4
M2_2	MYL4
M2_2	CD24
M2_2	UGCG
M2_2	HBD
M2_2	DEFA1
M2_2	CD24
M2_2	OLFM4
M2_2	MS4A3
M2_2	CEACAM8
M2_2	FBXO9
M2_2	FECH
M2_2	PCOLCE2
M2_3	MAP2K3
M2_3	CGI-69
M2_3	SESN3
M2_3	GYPC
M2_3	OR2W3
M2_3	CTNNAL1
M2_3	THAP4
M2_3	FLJ14775
M2_3	GTSE1
M2_3	LOC493856
M2_3	BCL2L1
M2_3	C19orf22
M2_3	HBA1
M2_3	MYL4
M2_3	LGALS8
M2_3	BCL2L1
M2_3	ZDHHC2
M2_3	ANK1
M2_3	MAP2K3
M2_3	PSMF1
M2_3	GPNMB
M2_3	MXI1
M2_3	MSCP
M2_3	RAD23A
M2_3	UBXD1
M2_3	SNCA
M2_3	BAG1
M2_3	FLJ30277
M2_3	TM4SF9
M2_3	SNCA
M2_3	CREB3L2
M2_3	CHPT1
M2_3	FGL1
M2_3	SESN3
M2_3	HBLD2
M2_3	MSCP
M2_3	DRD2
M2_3	FBXO7
M2_3	GMPR
M2_3	GABARAPL2
M2_3	MAP2K3
M2_3	FLJ13910
M2_3	GSS
M2_3	MARCH8
M2_3	SLC14A1
M2_3	C6orf49
M2_3	MSCP
M2_3	ERAF
M2_3	C20orf108
M2_3	C16orf35
M2_3	GFER
M2_3	BAG1
M2_3	HMBS
M2_3	SNCA
M2_3	UBXD1
M2_3	ALS2CR2
M2_3	HBG1
M2_3	GSPT1
M2_3	MKRN1
M2_3	C9orf60
M2_3	HBM
M2_3	ASCC2
M2_3	NRXN3
M2_3	HRASLS3
M2_3	E2F2
M2_3	WFDC2
M2_3	PAPSS2
M2_3	PPM1A
M2_3	ADIPOR1
M2_3	C1orf26
M2_3	EPB49
M2_3	HT014
M2_3	CARM1
M2_3	NSUN3
M2_3	MARCH8
M2_3	GPC3
M2_3	C14orf87
M2_3	MYOM3
M2_3	GIT1
M2_3	TMOD1
M2_3	GUK1
M2_3	PINK1
M2_3	MARK3
M2_3	MKRN1
M2_3	TBXA2R
M2_3	NUDT4
M2_3	HAGH
M2_3	PIP5K2A
M2_3	DPCD
M2_3	IMP-2
M2_3	RIOK3
M2_3	MSCP
M2_3	MGC21416
M2_3	TRIM58
M2_3	MPP1
M2_3	TOPORS
M2_3	YPEL3
M2_3	SLC4A1
M2_3	FOXO3A
M2_3	FLJ13215
M2_3	LAT1-3TM
M2_3	NEDD4L
M2_3	SNCA
M2_3	LOC146439
M2_3	RIOK3
M2_3	HLA-DRB6
M2_3	UBB
M2_3	KIAA1718
M2_3	DRF1
M2_3	RNF10
M2_3	CA1
M2_3	C20orf108
M2_3	FECH
M2_3	WDR40A
M2_3	RAB2B
M2_3	BACE2
M2_3	SELENBP1
M2_3	LOC144404
M2_3	SLC1A5
M2_3	HBG2
M2_3	HDGF
M2_3	FLJ10925
M2_3	SLC6A8
M2_3	KLF1
M2_3	TNS
M2_3	MSCP
M2_3	GSPT1
M2_3	FAM46C
M2_3	DERL3
M2_3	CDC34
M2_3	MYL4
M2_4	ATP5L
M2_4	ARIH2
M2_4	RPL15
M2_4	RPL15
M2_4	RPS21
M2_4	CCNI
M2_4	RPL7
M2_4	RPL35A
M2_4	PDCD2
M2_4	EIF3S12
M2_4	GTF3A
M2_4	C6orf48
M2_4	ATP5D
M2_4	NPM1
M2_4	COX7C
M2_4	HNRPDL
M2_4	RPS21
M2_4	NACA
M2_4	SDBCAG84
M2_4	ATP5O
M2_4	LOC130074
M2_4	C19orf13
M2_4	KLHDC2
M2_4	NAP1L1
M2_4	RPL5
M2_4	TINP1
M2_4	MGC5139
M2_4	HINT1
M2_4	RPL6
M2_4	SET
M2_4	UQCRB
M2_4	CCNB1IP1
M2_4	SF3A3
M2_4	AKR1B1
M2_4	RPL8
M2_4	RPL37
M2_4	PQBP1
M2_4	RPL22
M2_4	HINT1
M2_4	EIF3S3
M2_4	SPATA11
M2_4	RPL10A
M2_4	EIF3S12
M2_4	APRT
M2_4	RPS14
M2_4	TOMM7
M2_4	RPLP2
M2_4	RPS19
M2_4	LAS1L
M2_4	SNRPD2
M2_4	PITPNC1
M2_4	EIF3S6
M2_4	MOCS2
M2_4	EEF2
M2_4	RPS7
M2_4	PRPF31
M2_4	RPL35
M2_4	C11orf2
M2_4	TIMM13
M2_4	MTCP1
M2_4	RPL35A
M2_4	M-RIP
M2_4	CRYL1
M2_4	RPL5
M2_4	FBL
M2_4	GNB2L1
M2_4	UBE2D2
M2_4	RPS9
M2_4	RPL3
M2_4	RPL14
M2_4	RPS6
M2_4	ATP5L
M2_4	RPS7
M2_4	LGTN
M2_4	ILKAP
M2_4	RPL13
M2_4	EEF1D
M2_4	RPS8
M2_4	MTCP1
M2_4	POLR2I
M2_4	EIF3S12
M2_4	RPL22
M2_4	NOLA2
M2_4	BTF3
M2_4	RPL15
M2_4	TTF1
M2_4	RPL24
M2_4	PBP
M2_4	ZNF32
M2_4	EEF1B2
M2_4	PFDN5
M2_4	UXT
M2_4	RPL22
M2_4	CERK
M2_4	RPLP0
M2_4	RPS27A
M2_4	EIF3S5
M2_4	RPL13A
M2_4	RPL12
M2_4	RPS19
M2_4	SHFM3
M2_4	RPS16
M2_4	PPIA
M2_4	FLJ20323
M2_4	FLJ14346
M2_4	SIVA
M2_4	RPS9
M2_4	RPL4
M2_4	HINT1
M2_4	RPL36
M2_4	RPL36A
M2_4	BTF3
M2_4	RPS20
M2_4	MGC49942
M2_4	C19orf2
M2_4	COMMD6
M2_5	FLJ22269
M2_5	SLCO1A2
M2_5	C6orf146
M2_5	MAPK10
M2_5	RIC-8
M2_5	SYN2
M2_5	CSN2
M2_5	ADAM21
M2_5	DLG3
M2_5	IFNA16
M2_5	SPON1
M2_5	SERPINB13
M2_5	SNX13
M2_5	C9orf61
M2_5	CA1
M2_5	KCNH7
M2_5	SCD4
M2_5	ZNF419
M2_5	RIPK5
M2_5	LOH3CR2A
M2_5	SCAMP1
M2_5	CAPN5
M2_5	SEMA3C
M2_5	MYBPC1
M2_5	PRSS7
M2_5	SEC24D
M2_5	CYB561
M2_5	OSMR
M2_5	ART1
M2_5	DRD5
M2_5	GRM6
M2_5	RHOBTB3
