module	GeneName
M2_5	FANCC
M2_5	TBX6
M2_5	HUNK
M2_5	TMSNB
M2_5	RYR3
M2_5	SCN10A
M2_5	POU4F1
M2_5	THBS1
M2_5	SLC22A14
M2_5	DKK1
M2_5	MEG3
M2_5	FOXF2
M2_5	MMP14
M2_5	MASP2
M2_5	CD80
M2_5	ITIH2
M2_5	SPRY1
M2_5	CXCL12
M2_5	GTDC1
M2_5	C13orf10
M2_5	CHRNA5
M2_5	C9orf12
M2_5	CYP2C9
M2_5	FLJ20366
M2_5	GSTT1
M2_5	G6PC2
M2_5	NEUROD2
M2_5	NTRK2
M2_5	SLAC2-B
M2_5	UBE2D4
M2_5	DNAH7
M2_5	KIAA1772
M2_5	SCLY
M2_5	MYO1C
M2_5	GAS6
M2_5	CPA2
M2_5	CUL3
M2_5	OR2C1
M2_5	IL4R
M2_5	MYO1A
M2_5	DOCK9
M2_5	TMEM19
M2_5	CLCN5
M2_5	N4BP3
M2_5	PGLYRP4
M2_5	ATP6V1D
M2_5	LGALS14
M2_5	LOC222070
M2_5	DMWD
M2_5	WNT6
M2_5	SOX6
M2_5	CHST4
M2_5	FMO4
M2_5	CCT8
M2_5	PRSS22
M2_5	HERC4
M2_5	KRTAP4-9
M2_5	HRH4
M2_5	CLDN10
M2_5	PDE1C
M2_5	PLXNC1
M2_5	SOCS6
M2_5	KIAA1219
M2_5	AGTR1
M2_5	SLC23A2
M2_5	HFE
M2_5	RHOBTB3
M2_5	HEY1
M2_5	H19
M2_5	FXYD3
M2_5	MGC15476
M2_5	FLJ10916
M2_5	BFSP2
M2_5	SAA4
M2_5	CAST
M2_5	GAL
M2_5	RARB
M2_5	MYO5B
M2_5	NR4A3
M2_5	BICC1
M2_5	EFHC2
M2_5	TRIM45
M2_5	SRrp35
M2_5	MTAP
M2_5	MBD5
M2_5	PPP1R14D
M2_5	SLC23A3
M2_5	MLPH
M2_5	VLDLR
M2_5	CDH10
M2_5	GABRR1
M2_5	AKAP6
M2_5	HFE
M2_5	GSTA1
M2_5	PRKCBP1
M2_5	CHRNE
M2_5	TAS2R9
M2_5	ERBB3
M2_5	DYRK1A
M2_5	ZNF606
M2_5	HFE
M2_5	AXUD1
M2_5	KIAA0251
M2_5	FLJ21986
M2_5	CYLC2
M2_5	ZNF197
M2_5	CD40
M2_5	KIAA0831
M2_5	HIST1H4D
M2_5	SFN
M2_5	HDCMA18P
M2_5	ADRBK1
M2_5	TAS2R16
M2_5	SEMA6A
M2_5	SLCO1C1
M2_5	RKHD1
M2_5	MVK
M2_5	ERCC6
M2_5	MBD2
M2_5	TCF7L1
M2_5	SRPX
M2_5	LOC200373
M2_5	CAPN2
M2_5	FLJ32786
M2_5	PRRX1
M2_5	BTRC
M2_5	MFAP5
M2_5	CHRNB3
M2_5	SLC30A8
M2_5	KIAA0652
M2_5	UGT1A10
M2_5	STRN
M2_5	MYO5C
M2_5	SCAMP5
M2_5	ANXA8
M2_5	OR2B2
M2_5	PAX8
M2_5	HFE
M2_5	LPPR4
M2_5	HOXB5
M2_5	ADAMTS9
M2_5	CIDEC
M2_5	CTSE
M2_5	ZNFN1A4
M2_5	G2
M2_5	EIF3S12
M2_5	NDP
M2_5	LOC222070
M2_5	COLEC12
M2_5	RAB36
M2_5	MUC3B
M2_5	CYP2A6
M2_5	ROCK2
M2_5	psiTPTE22
M2_5	INHBC
M2_5	C21orf77
M2_5	LOC285733
M2_5	HAVCR1
M2_5	KIAA0644
M2_5	7h3
M2_5	FLJ13710
M2_5	SSA2
M2_5	OR1D2
M2_5	TP73L
M2_5	UNC5B
M2_5	GATA6
M2_5	AP4E1
M2_5	SIGLEC6
M2_5	ACTN2
M2_5	SHANK2
M2_5	TJP1
M2_5	SEC61A2
M2_5	PDPR
M2_5	CTAGE1
M2_5	CPM
M2_5	SPTLC2
M2_5	TP53TG3
M2_5	KRT2A
M2_5	NXN
M2_5	DTNA
M2_5	MYH10
M2_5	CYP2C9
M2_5	ASH1L
M2_5	IFNA5
M2_5	BAIAP2
M2_5	SLC1A7
M2_5	FBLN1
M2_5	SDC2
M2_5	WWOX
M2_5	MYO15A
M2_5	IL1RAPL1
M2_5	NT5C1B
M2_5	KCNMB4
M2_5	TNFSF9
M2_5	OR10C1
M2_5	ACRV1
M2_5	FLRT3
M2_5	KIAA0485
M2_5	GNAO1
M2_5	COX6A2
M2_5	RCP9
M2_5	ELSPBP1
M2_5	P2RY4
M2_5	GPR58
M2_5	GABRR2
M2_5	KCMF1
M2_5	LOC286434
M2_5	HOXC5
M2_5	LHX3
M2_5	ADAMTSL3
M2_5	PRDX3
M2_5	DOCK1
M2_5	CYP11B1
M2_5	SLC4A4
M2_6	RBP7
M2_6	HK2
M2_6	RAB31
M2_6	APLP2
M2_6	LILRB6
M2_6	LGALS3
M2_6	SUPT4H1
M2_6	MTMR3
M2_6	FGR
M2_6	TTYH3
M2_6	INSR
M2_6	CDC42EP3
M2_6	RNF130
M2_6	SDCBP
M2_6	P2RX1
M2_6	FLJ31978
M2_6	SLC16A5
M2_6	TMPIT
M2_6	DOK3
M2_6	LCRISP2
M2_6	PSEN1
M2_6	S100A8
M2_6	CD163
M2_6	FPR1
M2_6	MKNK1
M2_6	ALDH3B1
M2_6	TK2
M2_6	NCF1
M2_6	LST1
M2_6	CEBPD
M2_6	DOCK5
M2_6	NPC2
M2_6	STXBP2
M2_6	TNFRSF1A
M2_6	CDA
M2_6	SNAG1
M2_6	LILRB3
M2_6	C10orf9
M2_6	PRAM-1
M2_6	DIRC2
M2_6	P2RY13
M2_6	PICALM
M2_6	CTSB
M2_6	SRGAP2
M2_6	TNRC5
M2_6	LOC150166
M2_6	SLC19A1
M2_6	ZFHX1B
M2_6	FLJ00012
M2_6	FLJ20847
M2_6	FUCA1
M2_6	KIAA0146
M2_6	APLP2
M2_6	PFKFB4
M2_6	NCF1
M2_6	LTBR
M2_6	LILRB3
M2_6	LILRA2
M2_6	MITF
M2_6	NFAM1
M2_6	ARHGAP26
M2_6	BLVRB
M2_6	CDC42EP3
M2_6	MSRB2
M2_6	PP2135
M2_6	SLCO3A1
M2_6	ALDH2
M2_6	CLEC4E
M2_6	FLJ11259
M2_6	C1orf38
M2_6	LST1
M2_6	PELI2
M2_6	SERPINB6
M2_6	DNTTIP1
M2_6	SULT1A3
M2_6	Lin10
M2_6	APH1B
M2_6	CPAMD8
M2_6	SLC11A1
M2_6	NYD-SP21
M2_6	LOC388312
M2_6	KIAA1539
M2_6	TNFSF13B
M2_6	NUP214
M2_6	SIPA1L2
M2_6	NQO2
M2_6	RNF135
M2_6	FCER1G
M2_6	LOC338692
M2_6	TIMP2
M2_6	KYNU
M2_6	ZBTB34
M2_6	FGD4
M2_6	PTEN
M2_6	MS4A6A
M2_6	LENG4
M2_6	MGC71993
M2_6	C6orf209
M2_6	CSF2RA
M2_6	CDC42EP3
M2_6	ASAH1
M2_6	CYP1B1
M2_6	GAS7
M2_6	ACVR1B
M2_6	ZAK
M2_6	MGC11324
M2_6	PTPNS1
M2_6	SERPINA1
M2_6	LILRA2
M2_6	PTPRE
M2_6	FBP1
M2_6	ZNF516
M2_6	CARD15
M2_6	ALOX5
M2_6	PTTG1IP
M2_6	ITGB2
M2_6	SBF2
M2_6	PHCA
M2_6	ABTB1
M2_6	FLJ13052
M2_6	IFI30
M2_6	FTL
M2_6	ZNF537
M2_6	AQP9
M2_6	URP2
M2_6	SH3BP2
M2_6	LENG5
M2_6	PFC
M2_6	LACTB
M2_6	GABARAP
M2_6	RGS2
M2_6	BRI3
M2_6	PTAFR
M2_6	TIMP2
M2_6	TYROBP
M2_6	RALB
M2_6	HYAL2
M2_6	GAS7
M2_6	S100A9
M2_6	LYL1
M2_6	MGAT1
M2_6	EDG3
M2_6	LATS2
M2_6	VAMP3
M2_6	MPZL1
M2_6	APLP2
M2_6	SLC31A2
M2_6	NKIRAS2
M2_6	LAMP2
M2_6	IFNGR2
M2_6	ATP6V0D1
M2_6	C1orf38
M2_6	CREG1
M2_6	RXRA
M2_6	TIMP2
M2_6	APLP2
M2_7	CKLFSF8
M2_7	PRKAR2A
M2_7	WDR48
M2_7	FLJ14346
M2_7	FLJ42393
M2_7	PCM1
M2_7	DRE1
M2_7	NLN
M2_7	DKFZP564B1023
M2_7	C9orf64
M2_7	BTBD9
M2_7	MGC72104
M2_7	MGC16733
M2_7	FLJ12606
M2_7	SPG21
M2_7	RIOK3
M2_7	ZNF611
M2_7	ELMOD2
M2_7	SLC22A3
M2_7	SLC35E1
M2_7	UBE2D3
M2_7	C10orf104
M2_7	NOTCH2NL
M2_7	LOC256021
M2_7	ZNF44
M2_7	DBT
M2_7	NDUFS8
M2_7	LOC51057
M2_7	PDE4C
M2_7	PHF20L1
M2_7	ZNF160
M2_7	SFRS2IP
M2_7	FLJ11029
M2_7	FLJ12151
M2_7	RPL35A
M2_7	FBXW12
M2_7	MRP63
M2_7	ATP8B1
M2_7	ZBTB20
M2_7	AKAP9
M2_7	UBXD4
M2_7	LOC134147
M2_7	SFTPB
M2_7	KIAA1881
M2_7	ALMS1
M2_7	PHACTR4
M2_8	PKIA
M2_8	CD5
M2_8	RNF157
M2_8	CD6
M2_8	MAN1C1
M2_8	LOC129293
M2_8	PRKCA
M2_8	TORC3
M2_8	MFHAS1
M2_8	TRBC1
M2_8	PDK1
M2_8	TCF7
M2_8	PASK
M2_8	SLC7A6
M2_8	LDHB
M2_8	C16orf30
M2_8	KPNA5
M2_8	NMT2
M2_8	TGIF2
M2_8	MAL
M2_8	CAMK4
M2_8	ITK
M2_8	ITGA6
M2_8	AXIN2
M2_8	NELL2
M2_8	LOC282997
M2_8	HAPLN3
M2_8	ARHGEF18
M2_8	CYFIP2
M2_8	MGC15763
M2_8	RASGRP1
M2_8	DPP4
M2_8	EPHA4
M2_8	CCR7
M2_8	KIAA0748
M2_8	TBC1D4
M2_8	BIN1
M2_8	LEF1
M2_8	SCAP1
M2_8	OCIAD2
M2_8	SEPT6
M2_8	ZNF84
M2_8	FLJ20729
M2_8	FLJ12586
M2_8	PMS2L11
M2_8	CD28
M2_8	AQP3
M2_8	LDHB
M2_8	CYLD
M2_8	TRA@
M2_8	SH3YL1
M2_8	FLT3LG
M2_8	MDS006
M2_8	TOSO
M2_8	STAT5B
M2_8	GATA3
M2_8	EEIG1
M2_8	PLEKHB1
M2_8	GCN1L1
M2_8	NSE2
M2_8	ZNF6
M2_8	LTB
M2_8	LOC439949
M2_8	TBC1D4
M2_8	LOC440667
M2_8	TOSO
M2_8	HIVEP2
M2_8	ARH
M2_8	PASK
M2_8	TRBC1
M2_8	LCHN
M2_8	RASGRF2
M2_8	DGKA
M2_8	DGKA
M2_8	FLJ20152
M2_8	ENO2
M2_8	FHIT
M2_8	C9orf52
M2_8	C10orf38
M2_8	MTUS1
M2_8	FLJ20152
M2_8	LPHN1
M2_8	PLXDC1
M2_8	DYRK2
M2_8	SIRPB2
M2_8	LY9
M2_8	FMNL3
M2_8	HIVEP2
M2_8	PNAS-4
M2_8	PBXIP1
M2_8	SIDT1
M2_8	SNRPN
M2_8	FLJ10439
M2_8	LEF1
M2_8	KIAA0495
M2_8	SUZ12
M2_8	SEPT6
M2_8	TRBC1
M2_8	NARG2
M2_8	BTBD11
M2_8	ABLIM1
M2_8	PLXDC1
M2_8	NMT2
M2_8	PSIP1
M2_8	LOC152485
M2_8	SNRPN
M2_8	TCF7
M2_8	RTTN
M2_8	C6orf75
M2_8	ITM2A
M2_8	DYRK2
M2_8	SATB1
M2_8	PJA1
M2_8	BCL11B
M2_8	MGC29816
M2_8	NOSIP
M2_8	ITM2A
M2_8	MKL2
M2_8	HSD17B8
M2_8	MAML2
M2_8	LZTFL1
M2_8	LTBP3
M2_8	FOXP1
M2_8	CD96
M2_8	CD7
M2_8	AES
M2_8	IL23A
M2_8	CGI-30
M2_8	INPP4B
M2_8	RHOH
M2_8	ZNF46
M2_9	HNRPC
M2_9	ROD1
M2_9	CCDC6
M2_9	ADAM10
M2_9	ARFGEF1
M2_9	TMEM30A
M2_9	PRKAB1
M2_9	LAP1B
M2_9	TUBGCP3
M2_9	PRKAR1A
M2_9	TRAM1
M2_9	CDC5L
M2_9	TncRNA
M2_9	EML4
M2_9	NIN
M2_9	H41
M2_9	CCT2
M2_9	NCOA2
M2_9	MAPK1
M2_9	KIAA0674
M2_9	DDX3X
M2_9	ACTR3
M2_9	SCYL2
M2_9	ANKFY1
M2_9	CAPN7
M2_9	STX16
M2_9	YWHAZ
M2_9	TSN
M2_9	NNT
M2_9	FYTTD1
M2_9	CSNK1A1
M2_9	DHX9
M2_9	HIPK3
M2_9	HSPC129
M2_9	CREB1
M2_9	POLDIP3
M2_9	PAPOLA
M2_9	PSME3
M2_9	CUL4B
M2_9	MRPS10
M2_9	NFYA
M2_9	ATF2
M2_9	SYPL
M2_9	FXR1
M2_9	ARIH2
M2_9	CRKL
M2_9	FLJ40432
M2_9	XRN2
M2_9	RERE
M2_9	CBFB
M2_9	C20orf30
M2_9	C6orf68
M2_9	LOC51136
M2_9	M11S1
M2_9	SUI1
M2_9	APG5L
M2_9	ZNFN1A1
M2_9	CUL4B
M2_9	WDR1
M2_9	MGC33371
M2_9	SLC39A6
M2_9	ARNTL
M2_9	TXNDC
M2_9	CASP8
M2_9	RALB
M2_9	ADPGK
M2_9	ACTR2
M2_9	KIAA1915
M2_9	DAZAP2
M2_9	SLC4A7
M2_9	UBXD2
M2_9	FLJ36874
M2_9	COPA
M2_9	MARCH6
M2_9	PSEN1
M2_9	SGPP1
M2_9	KIAA1219
M2_9	FAS
M2_9	SFRS5
M2_9	RNF38
M2_9	MCL1
M2_9	MST4
M2_9	SEC61A1
M2_9	CANX
M2_9	PSPC1
M2_9	SERP1
M2_9	KIAA0494
M2_9	KBTBD4
M2_9	PPFIA1
M2_9	RNP24
M2_9	DUSP1
M2_9	LOC155435
M2_9	API5
M2_9	ZNF265
M2_9	NONO
M2_9	SEPT2
M2_9	NMD3
M2_9	ANAPC5
M2_9	CYP51A1
M2_9	CHES1
M2_9	MFNG
M2_9	RAB5A
M2_9	ITGA4
M2_9	MFN2
M2_9	GNS
M2_9	PHTF2
M2_9	PCGF5
M2_9	KIAA1109
M2_9	MLLT10
M2_9	PRPF4B
M2_9	AGPS
M2_9	MAP3K1
M2_9	CAB39
M2_9	MGC3248
M2_9	ROD1
M2_9	CUL4B
M2_9	Ufm1
M2_9	ZNF238
M2_9	KLF3
M2_9	KIAA1458
M2_9	HSPA4
M2_9	RYK
M2_9	YWHAE
M2_9	SMAP-5
M2_9	ALS4
M2_9	DHX9
M2_9	PICALM
M2_9	RAB8B
M2_9	MTMR1
M2_9	ENO1
M2_9	ORMDL1
M2_9	DDX3X
M2_9	MAP3K7IP2
M2_9	RBM22
M2_9	KIAA0494
M2_9	STAT5B
M2_9	PTPN11
M2_9	MAP3K7
M2_9	USP47
M2_9	NRAS
M2_9	VAMP3
M2_9	MCP
M2_9	USP34
M2_9	SPG4
M2_9	FLJ13220
M2_9	FLI1
M2_9	CANX
M2_9	GOPC
M2_9	LAP1B
M2_9	WAC
M2_9	TNKS2
M2_9	NDRG3
M2_9	GTF2I
M2_9	SOS2
M2_9	FOXJ3
M2_9	MOBK1B
M2_9	TBC1D5
M2_10	RNF135
M2_10	ARSD
M2_10	TENS1
M2_10	KLF4
M2_10	EIF4EBP1
M2_10	KIAA0877
M2_10	DKFZP586A0522
M2_10	CSF1R
M2_10	MARCH-I
M2_10	HNMT
M2_10	FLJ10521
M2_10	TICAM2
M2_10	MPEG1
M2_10	DIAPH2
M2_10	AMICA1
M2_10	KDELR2
M2_10	ARSD
M2_10	COMT
M2_10	HPSE
M2_10	FER1L3
M2_10	KCNE3
M2_10	NUDT16
M2_10	LILRB1
M2_10	MPEG1
M2_10	MS4A6A
M2_10	KIAA1223
M2_10	CYBB
M2_10	BMP2K
M2_10	MS4A6A
M2_10	FLJ20481
M2_10	PIK3AP1
M2_10	LOC441168
M2_10	SCARB2
M2_10	CD300A
M2_10	MGC24133
M2_10	SLC27A3
M2_10	DSCR1
M2_10	MS4A7
M2_10	CD86
M2_10	IL15
M2_10	HCMOGT-1
M2_10	PRRG4
M2_10	CL640
M2_10	ADRBK2
M2_10	TFEC
M2_10	MARCH-I
M2_10	PAK1
M2_10	CD36
M2_10	CTSS
M2_10	SOC
M2_10	KIAA0674
M2_10	DKFZp667G2110
M2_10	AP1S2
M2_10	MS4A7
M2_10	HEXB
M2_10	MS4A7
M2_10	ARHGAP18
M2_10	GLB1
M2_10	BTK
M2_10	KIAA0513
M2_10	HMGN3
M2_10	MS4A6A
M2_10	FGL2
M2_10	FYB
M2_10	CASP1
M2_10	FEZ2
M2_10	CTNND1
M2_10	GLB1
M2_10	MLKL
M2_10	CYFIP1
M2_10	SLC8A1
M2_10	EDG2
M2_10	C14orf147
M2_10	FLJ44635
M2_10	CD36
M2_10	MS4A6A
M2_10	HFE
M2_10	ARRB1
M2_10	CASP1
M2_10	CASP1
M2_10	CASP1
M2_10	NLN
M2_10	C6orf155
M2_10	SUMF1
M2_10	SIDT2
M2_10	CBFA2T3
M2_10	FN5
M2_10	SLC24A4
M2_10	KIAA0674
M2_10	DKFZp434L142
M2_10	RNASE6
M2_10	HFE
M2_11	LOC149401
M2_11	ZNF294
M2_11	POGK
M2_11	YY1
M2_11	AKAP13
M2_11	ABLIM1
M2_11	CHD9
M2_11	DDX24
M2_11	ZNF148
M2_11	RASA2
M2_11	STK17B
M2_11	LEREPO4
M2_11	SENP6
M2_11	NCOA6IP
M2_11	LCHN
M2_11	STK4
M2_11	SH3BP5
M2_11	SNX27
M2_11	TFAM
M2_11	WNK1
M2_11	NFKBIZ
M2_11	TDG
M2_11	HIPK1
M2_11	FLJ10808
M2_11	C20orf6
M2_11	KIAA0776
M2_11	ZNF148
M2_11	GTF2A2
M2_11	CYCS
M2_11	SRPK2
M2_11	BBP
M2_11	PPIG
M2_11	UHMK1
M2_11	NARG1
M2_11	SSH1
M2_11	EML4
M2_11	RBM25
M2_11	C12orf14
M2_11	NR1D2
M2_11	ABI1
M2_11	UHMK1
M2_11	PLEKHA2
M2_11	PNAS-4
M2_11	PPP1R12A
M2_11	B2M
M2_11	KIAA0256
M2_11	C9orf10
M2_11	SPEN
M2_11	FLJ14281
M2_11	ZNF198
M2_11	NUCKS
M2_11	NFAT5
M2_11	ZNF124
M2_11	BAT2D1
M2_11	UBN1
M2_11	ZNF364
M2_11	FLJ10287
M2_11	RNP
M2_11	BBX
M2_11	TMED4
M2_11	IGF1R
M2_11	ALS2CR3
M2_11	NFATC2IP
M2_11	LYST
M2_11	IREB2
M2_11	MLL3
M2_11	CROP
M2_11	CDK6
M2_11	CSNK1G1
M2_11	SF1
M2_11	RAB18
M2_11	CALM1
M2_11	ILKAP
M2_11	SMC5L1
M2_11	SSH2
M2_11	G3BP
M2_11	NKTR
M2_11	PTPRC
M2_11	RNPC2
M2_11	LCP1
M2_11	RAP2A
M2_11	C6orf111
M2_11	BAT2D1
M2_11	MALAT1
M2_11	CROP
M2_11	FLJ43654
M2_11	EIF2C2
M2_11	MKLN1
M2_11	KIAA0907
M2_11	PIK3R1
M2_11	ITPKB
M2_11	UBXD2
M2_11	KRAS
M2_11	CHD4
M2_11	C6orf111
M2_11	RABGAP1L
M2_11	FNBP3
M2_11	MEF2A
M2_11	PCBP2
M2_11	RNF3
M2_11	SRRM2
M2_11	C6orf111
M2_11	182-FIP
M2_11	USP1
M2_11	CNNM3
M2_11	BBX
M2_11	FLJ21924
M2_11	PAN3
M2_11	NCOA3
M2_11	KIAA0143
M2_11	KIAA1049
M2_11	MGC2803
M2_11	TBL1X
M2_11	CALM2
M2_11	IFNGR1
M2_11	PRKCI
M2_11	C14orf101
M2_11	BAT2D1
M2_11	ZNF567
M2_11	ANP32A
M2_11	FAM13A1
M2_11	DYRK2
M2_11	PKN2
M2_11	RASA2
M2_11	FLJ00012
M2_11	WHSC1L1
M2_11	IFNAR2
M2_11	TPR
M2_11	HBXAP
M2_11	MGA
M2_11	ACBD3
M2_11	FLJ11273
M2_11	TAOK1
M2_11	CUGBP2
M2_11	LOC401504
M2_11	ZFP91
M2_11	COH1
M2_11	ATRX
M2_11	SECISBP2
M2_11	PAPD4
M2_11	DDX17
M2_11	ZNF148
M2_11	RAB14
M2_11	SFRS2IP
M2_11	DDX17
M2_11	SFRS10
M2_11	NKTR
M2_11	SART3
M2_11	CLK4
M2_11	IL7R
M2_11	SH2D3C
M2_11	FLJ10618
M2_11	PCBP2
M2_11	RYBP
M2_11	CHD4
M2_11	NCOA3
M2_11	LOC283578
M2_11	C14orf92
M2_11	TncRNA
M3_1	G1P3
M3_1	IFIT3
M3_1	MX2
M3_1	OAS3
M3_1	HERC5
M3_1	IFIT3
M3_1	LOC129607
M3_1	MX1
M3_1	G1P2
M3_1	IFIT2
M3_1	IRF7
M3_1	IFI44
M3_1	AGRN
M3_1	BST2
M3_1	IFI35
M3_1	PARP14
M3_1	OAS2
M3_1	HSXIAPAF1
M3_1	GBP1
M3_1	SAMD9
M3_1	C7orf6
M3_1	MGC16635
M3_1	RSAD2
M3_1	SERPING1
M3_1	UBE2L6
M3_1	ZC3HDC1
M3_1	ISGF3G
M3_1	HSXIAPAF1
M3_1	HSXIAPAF1
M3_1	PNPT1
M3_1	PARP9
M3_1	EPSTI1
M3_1	STAT1
M3_1	SP110
M3_1	PHF11
M3_1	OAS2
M3_1	IFIH1
M3_1	IFI44L
M3_1	EIF2AK2
M3_1	SP100
M3_1	SP110
M3_1	FBXO6
M3_1	SN
M3_1	SCOTIN
M3_1	OAS1
M3_1	DTX3L
M3_1	TNFSF10
M3_1	C7orf6
M3_1	TDRD7
M3_1	DDX58
M3_1	STAT1
M3_1	PARP9
M3_1	SNF7DC2
M3_1	ZBP1
M3_1	IFITM1
M3_1	GCH1
M3_1	LAP3
M3_1	HSPC117
M3_1	PLSCR1
M3_1	IFITM2
M3_1	IFITM3
M3_1	TRIM22
M3_1	SP110
M3_1	ADAR
M3_1	FLJ20035
M3_1	FLN29
M3_1	GBP1
M3_1	GBP1
M3_1	NT5C3
M3_1	SAMD9
M3_1	DNAPTP6
M3_1	FLJ31033
M3_1	EPSTI1
M3_1	LY6E
M3_1	KIAA0082
M3_1	EPSTI1
M3_1	LGALS3BP
M3_1	STAT2
M3_1	OASL
M3_1	OASL
M3_1	LOC391020
M3_1	TAP1
M3_1	DDX58
M3_1	OAS1
M3_1	CXCL10
M3_1	FLJ11286
M3_1	TRIM5
M3_1	ANKRD22
M3_1	TREX1
M3_1	PPM1K
M3_1	PGAP1
M3_1	NMI
M3_1	CACNA1A
M3_1	MT1X
M3_1	TNFSF10
M3_1	SNF7DC2
M3_1	PLSCR1
M3_1	NCOA7
M3_1	VRK2
M3_1	IFITM1
M3_1	PML
M3_1	TAP2
M3_1	C17orf27
M3_1	GTPBP1
M3_1	KIAA1404
M3_1	DNAPTP6
M3_1	LOC440836
M3_1	ETV7
M3_1	C1GALT1
M3_1	PRIC285
M3_1	PLAC8
M3_1	IFI44
M3_1	HERC6
M3_1	SAMD4
M3_1	IL15RA
M3_1	STAT1
M3_1	FLJ11286
M3_1	RAB8A
M3_1	HERC6
M3_2	DKFZP434H132
M3_2	CDKN1A
M3_2	UBAP1
M3_2	PHLDA2
M3_2	NINJ1
M3_2	PBEF1
M3_2	SLC2A3
M3_2	VEGF
M3_2	TNFRSF19L
M3_2	B3GNT5
M3_2	ZNF336
M3_2	ZNF297B
M3_2	SLC6A6
M3_2	PLAGL2
M3_2	PBEF1
M3_2	PLAUR
M3_2	VEGF
M3_2	SLC2A3
M3_2	GPR35
M3_2	IPLA2(GAMMA)
M3_2	JMJD3
M3_2	CPEB2
M3_2	SNN
M3_2	PPIF
M3_2	SPHK1
M3_2	USP3
M3_2	PPIF
M3_2	TLE3
M3_2	TLE3
M3_2	PTDSR
M3_2	TLE3
M3_2	TA-NFKBH
M3_2	ZNF297B
M3_2	SKP1A
M3_2	NFKBIE
M3_2	SLC2A3
M3_2	JMJD3
M3_2	IRF2BP2
M3_2	RIPK2
M3_2	IL8
M3_2	G0S2
M3_2	PFKFB3
M3_2	THBD
M3_2	MAPK7
M3_2	FOSL2
M3_2	FCAR
M3_2	CBX6
M3_2	KIAA1434
M3_2	MGC45731
M3_2	CIAS1
M3_2	METRNL
M3_2	PRO0149
M3_2	SLC2A3
M3_2	SERTAD1
M3_2	EAF1
M3_2	EHD4
M3_2	INSIG1
M3_2	CD44
M3_2	ZNF297B
M3_2	WDR45L
M3_2	PI4KII
M3_2	RNF12
M3_2	DICER1
M3_2	ANKHD1
M3_2	GABARAPL1
M3_2	CDC42
M3_2	MGC14376
M3_2	HBEGF
M3_2	GABARAPL1
M3_2	MAD
M3_2	TLE3
M3_2	MAX
M3_2	MAPKAPK2
M3_2	STX11
M3_2	ICAM1
M3_2	GPR109B
M3_2	GLUL
M3_2	SLC12A6
M3_2	TOM1
M3_2	DKFZP434H132
M3_2	CHP
M3_2	FTH1
M3_2	PDLIM7
M3_2	TREM1
M3_2	LIMK2
M3_2	SERTAD2
M3_2	PLAUR
M3_2	Kua
M3_2	BCL2A1
M3_2	CPEB4
M3_2	FAM53C
M3_2	FAM49A
M3_2	GNA15
M3_2	RAB20
M3_2	ZNF313
M3_2	IER5
M3_2	BHLHB2
M3_2	PHLDA1
M3_2	SMURF1
M3_2	IL1B
M3_2	BCL3
M3_2	SPAG9
M3_2	MARCKS
M3_2	CD58
M3_2	TP53BP2
M3_2	PTP4A1
M3_2	MAD2L1BP
M3_2	JARID2
M3_2	TPM3
M3_2	ETF1
M3_2	HIF1A
M3_2	FLJ13448
M3_2	EXOSC4
M3_2	VEGF
M3_2	CLC
M3_2	UBAP1
M3_2	PBEF1
M3_2	PPP1R15A
M3_2	AXUD1
M3_2	GADD45B
M3_2	IFRD1
M3_2	ATF3
M3_2	CD44
M3_2	RUNX1
M3_2	SERTAD3
M3_2	SAT
M3_2	LOC146517
M3_2	ETS2
M3_2	FOSL2
M3_2	KIAA1434
M3_2	THBS1
M3_2	JAG1
M3_2	ARL4A
M3_2	JAG1
M3_2	FOSL2
M3_2	TBC1D12
M3_2	MAFB
M3_2	LOC338758
M3_2	NRIP3
M3_2	TUFT1
M3_2	OSM
M3_2	THBD
M3_2	IL8
M3_2	SERPINB2
M3_2	TRIB3
M3_2	TRIB1
M3_2	CD63
M3_2	PRG1
M3_2	IRF2BP2
M3_2	NDEL1
M3_2	CPEB4
M3_2	ZFP36L1
M3_2	MNT
M3_2	TGIF
M3_2	CLN8
M3_2	ZA20D2
M3_2	CIAS1
M3_2	C5R1
M3_2	CXCL16
M3_2	ATP6V0C
M3_2	ING1
M3_2	SLC43A2
M3_2	SLC16A6
M3_2	MCL1
M3_2	DCTN4
M3_2	SPAG9
M3_2	C9orf21
M3_2	INSIG1
M3_2	MAPK6
M3_2	KLF3
M3_2	CCNH
M3_2	SARA1
M3_2	SYAP1
M3_2	KIAA1718
M3_2	MEF2D
M3_2	CDADC1
M3_2	ZDHHC3
M3_2	HIST3H2A
M3_2	HNRPA0
M3_2	FBXW7
M3_2	HEAB
M3_2	PRO0149
M3_2	LRRFIP2
M3_2	ETF1
M3_2	YT521
M3_2	FLJ10996
M3_2	ELL2
M3_2	SLA
M3_2	ID1
M3_2	TMCC3
M3_2	CHD1
M3_2	C20orf77
M3_2	INSIG1
M3_2	JARID1B
M3_2	TUBB6
M3_2	KIAA0404
M3_2	FLJ13725
M3_2	LMNA
M3_2	LMNA
M3_2	PPP1R15B
M3_2	SLCO3A1
M3_2	GRPEL1
M3_2	BTG2
M3_2	USP30
M3_2	ZFP36
M3_2	UBE2B
M3_2	ATXN1
M3_2	USP30
M3_2	ZNF326
